"Stand_CN","StandID","Year","FOR","name","m3_ha","ID","TOTAL","tC_ha_100","tC_ac_100"
"189295921020004","OAK_BAU",2023,"OAK","hard_pulp",17.241711783181,"OAK_hard_pulp",0.093553993,1.61303098347173,0.653048981162644
"189295921020004","OAK_BAU",2023,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2023,"OAK","hard_saw",122.29748904339,"OAK_hard_saw",0.06326157,7.73673116394266,3.13227982345857
"189295921020004","OAK_BAU",2023,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_GMF",2023,"OAK","hard_pulp",11.3703593321845,"OAK_hard_pulp",0.093553993,1.06374251737068,0.430664986789748
"189295921020004","OAK_GMF",2023,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_GMF",2023,"OAK","hard_saw",65.3261913839322,"OAK_hard_saw",0.06326157,4.13263742906802,1.67313256237572
"189295921020004","OAK_GMF",2023,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295924020004","OAK_BAU",2024,"OAK","hard_pulp",6.50197673348934,"OAK_hard_pulp",0.093553993,0.608285885811024,0.246269589397176
"189295924020004","OAK_BAU",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295924020004","OAK_BAU",2024,"OAK","hard_saw",24.9526424227109,"OAK_hard_saw",0.06326157,1.5785433353093,0.639086370570566
"189295924020004","OAK_BAU",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295924020004","OAK_GMF",2024,"OAK","hard_pulp",9.74952012827429,"OAK_hard_pulp",0.093553993,0.912106537833932,0.369273901957058
"189295924020004","OAK_GMF",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295924020004","OAK_GMF",2024,"OAK","hard_saw",31.5630080405424,"OAK_hard_saw",0.06326157,1.99672544256734,0.80839086743617
"189295924020004","OAK_GMF",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295940020004","OAK_BAU",2024,"OAK","hard_pulp",36.0427725720951,"OAK_hard_pulp",0.093553993,3.37194529291038,1.36516003761554
"189295940020004","OAK_BAU",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295940020004","OAK_BAU",2024,"OAK","hard_saw",105.632103692624,"OAK_hard_saw",0.06326157,6.68245272199818,2.70544644615311
"189295940020004","OAK_BAU",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295940020004","OAK_GMF",2024,"OAK","hard_pulp",20.1149438000713,"OAK_hard_pulp",0.093553993,1.88183331146726,0.761875834602131
"189295940020004","OAK_GMF",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295940020004","OAK_GMF",2024,"OAK","hard_saw",51.9708837457227,"OAK_hard_saw",0.06326157,3.2877597000419,1.3310768016364
"189295940020004","OAK_GMF",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295982020004","OAK_BAU",2039,"OAK","hard_pulp",2.25192654627444,"OAK_hard_pulp",0.093553993,0.210676720346673,0.0852942187638353
"189295982020004","OAK_BAU",2039,"OAK","soft_pulp",0.0685163290260649,"OAK_soft_pulp",0.02030659,0.0013913330018374,0.000563292713294493
"189295982020004","OAK_BAU",2039,"OAK","hard_saw",1.25745386917936,"OAK_hard_saw",0.06326157,0.0795485059668609,0.0322058728610773
"189295982020004","OAK_BAU",2039,"OAK","soft_saw",3.65386509945084,"OAK_soft_saw",0.058540763,0.213900050820923,0.0865992108586733
"189295982020004","OAK_GMF",2024,"OAK","hard_pulp",6.85867986231186,"OAK_hard_pulp",0.093553993,0.641656887827965,0.25978011652954
"189295982020004","OAK_GMF",2024,"OAK","soft_pulp",0.360937397606762,"OAK_soft_pulp",0.02030659,0.0073294077488675,0.00296737155824595
"189295982020004","OAK_GMF",2024,"OAK","hard_saw",2.52762173992027,"OAK_hard_saw",0.06326157,0.159901319633488,0.0647373763698332
"189295982020004","OAK_GMF",2024,"OAK","soft_saw",10.7950923035392,"OAK_soft_saw",0.058540763,0.631952940104615,0.255851392754905
"189295986020004","OAK_BAU",2024,"OAK","hard_pulp",13.3786687736191,"OAK_hard_pulp",0.093553993,1.25162788479648,0.506731937164567
"189295986020004","OAK_BAU",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295986020004","OAK_BAU",2024,"OAK","hard_saw",15.5940797644881,"OAK_hard_saw",0.06326157,0.986505968606747,0.399395128990586
"189295986020004","OAK_BAU",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295986020004","OAK_GMF",2024,"OAK","hard_pulp",20.272869791621,"OAK_hard_pulp",0.093553993,1.89660791857522,0.767857456913046
"189295986020004","OAK_GMF",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295986020004","OAK_GMF",2024,"OAK","hard_saw",17.862901222375,"OAK_hard_saw",0.06326157,1.13003517608236,0.457504119871402
"189295986020004","OAK_GMF",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295987020004","OAK_BAU",2024,"OAK","hard_pulp",18.9154061088473,"OAK_hard_pulp",0.093553993,1.76961177069926,0.716442012428849
"189295987020004","OAK_BAU",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295987020004","OAK_BAU",2024,"OAK","hard_saw",10.5449390456005,"OAK_hard_saw",0.06326157,0.667089399578992,0.270076679991495
"189295987020004","OAK_BAU",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295987020004","OAK_GMF",2024,"OAK","hard_pulp",21.7582761095946,"OAK_hard_pulp",0.093553993,2.03557361084908,0.824118870789101
"189295987020004","OAK_GMF",2024,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295987020004","OAK_GMF",2024,"OAK","hard_saw",8.94403057230084,"OAK_hard_saw",0.06326157,0.56581341613175,0.229074257543219
"189295987020004","OAK_GMF",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295991020004","OAK_BAU",2024,"OAK","hard_pulp",13.5158270430973,"OAK_hard_pulp",0.093553993,1.26445958857914,0.511926958938922
"189295991020004","OAK_BAU",2024,"OAK","soft_pulp",0.971441369960668,"OAK_soft_pulp",0.02030659,0.0197266616088296,0.00798650267563951
"189295991020004","OAK_BAU",2024,"OAK","hard_saw",21.7510951724268,"OAK_hard_saw",0.06326157,1.37600842982714,0.557088433128398
"189295991020004","OAK_BAU",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295991020004","OAK_GMF",2024,"OAK","hard_pulp",16.7629273830983,"OAK_hard_pulp",0.093553993,1.56823879105788,0.634914490306836
"189295991020004","OAK_GMF",2024,"OAK","soft_pulp",0.971365903353278,"OAK_soft_pulp",0.02030659,0.0197251291393746,0.0079858822426618
"189295991020004","OAK_GMF",2024,"OAK","hard_saw",21.7493341676941,"OAK_hard_saw",0.06326157,1.37589702590297,0.55704333032509
"189295991020004","OAK_GMF",2024,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189296012020004","OAK_BAU",2024,"OAK","hard_pulp",10.6336479107799,"OAK_hard_pulp",0.093553993,0.994820222209566,0.402761223566626
"189296012020004","OAK_BAU",2024,"OAK","soft_pulp",1.32545844481199,"OAK_soft_pulp",0.02030659,0.0269155412008348,0.010896980243253
"189296012020004","OAK_BAU",2024,"OAK","hard_saw",53.456141534835,"OAK_hard_saw",0.06326157,3.38171943963587,1.36911718203881
"189296012020004","OAK_BAU",2024,"OAK","soft_saw",4.30142922385495,"OAK_soft_saw",0.058540763,0.251808948754967,0.101946942815776
