"Stand_CN","StandID","Year","FOR","name","m3_ha","ID","TOTAL","tC_ha_100","tC_ac_100"
"189295921020004","OAK_BAU",2013,"OAK","hard_pulp",14.6995233451652,"OAK_hard_pulp",0.093553993,1.37519910413692,0.556760770905636
"189295921020004","OAK_BAU",2013,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2013,"OAK","hard_saw",108.902326757857,"OAK_hard_saw",0.06326157,6.88933216735502,2.78920330662147
"189295921020004","OAK_BAU",2013,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_BAU",2018,"OAK","hard_pulp",5.71920388364147,"OAK_hard_pulp",0.093553993,0.535054360095767,0.216621198419339
"189295921020004","OAK_BAU",2018,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2018,"OAK","hard_saw",48.6172757333087,"OAK_hard_saw",0.06326157,3.07560519201201,1.24518428826397
"189295921020004","OAK_BAU",2018,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_BAU",2023,"OAK","hard_pulp",5.09560821798941,"OAK_hard_pulp",0.093553993,0.476714495556524,0.19300182006337
"189295921020004","OAK_BAU",2023,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2023,"OAK","hard_saw",20.5051629011132,"OAK_hard_saw",0.06326157,1.29718879823017,0.525177651105333
"189295921020004","OAK_BAU",2023,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_BAU",2028,"OAK","hard_pulp",0.709986320524941,"OAK_hard_pulp",0.093553993,0.0664220552604861,0.0268915203483749
"189295921020004","OAK_BAU",2028,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2028,"OAK","hard_saw",2.79449129903144,"OAK_hard_saw",0.06326157,0.176783906928068,0.0715724319546835
"189295921020004","OAK_BAU",2028,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_BAU",2033,"OAK","hard_pulp",0.947881111577449,"OAK_hard_pulp",0.093553993,0.0886780628773489,0.0359020497479145
"189295921020004","OAK_BAU",2033,"OAK","soft_pulp",0,"OAK_soft_pulp",0.02030659,0,0
"189295921020004","OAK_BAU",2033,"OAK","hard_saw",2.78531210476609,"OAK_hard_saw",0.06326157,0.176203216687507,0.0713373346912984
"189295921020004","OAK_BAU",2033,"OAK","soft_saw",0,"OAK_soft_saw",0.058540763,0,0
"189295921020004","OAK_BAU",2038,"OAK","hard_pulp",0.631620220017333,"OAK_hard_pulp",0.093553993,0.05909059364216,0.0239233172640324
