"Stand_CN","StandID","Year","FOR","name","m3_ha","ID","TOTAL","tC_ha_100","tC_ac_100"
"198434273020004","MBB_BAU",2013,"MBB","hard_pulp",61.5723361210584,"MBB_hard_pulp",0.086896593,5.35042623197081,2.16616446638494
"198434273020004","MBB_BAU",2013,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"198434273020004","MBB_BAU",2013,"MBB","hard_saw",22.757964993875,"MBB_hard_saw",0.058759811,1.33725372178471,0.541398267929033
"198434273020004","MBB_BAU",2013,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"198434273020004","MBB_BAU",2028,"MBB","hard_pulp",21.1664707421821,"MBB_hard_pulp",0.086896593,1.8392941933298,0.744653519566723
"198434273020004","MBB_BAU",2028,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"198434273020004","MBB_BAU",2028,"MBB","hard_saw",22.7303076355196,"MBB_hard_saw",0.058759811,1.33562858063499,0.540740316046553
"198434273020004","MBB_BAU",2028,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"198434273020004","MBB_BAU",2038,"MBB","hard_pulp",8.33536715528281,"MBB_hard_pulp",0.086896593,0.724315007198178,0.293244942185497
"198434273020004","MBB_BAU",2038,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"198434273020004","MBB_BAU",2038,"MBB","hard_saw",14.6569655388577,"MBB_hard_saw",0.058759811,0.86124052489679,0.348680374452142
"198434273020004","MBB_BAU",2038,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697518020004","MBB_BAU",2014,"MBB","hard_pulp",18.0953741986726,"MBB_hard_pulp",0.086896593,1.57242636692476,0.636609865151723
"221697518020004","MBB_BAU",2014,"MBB","soft_pulp",1.8023282714422,"MBB_soft_pulp",0.019591182,0.0353097411895696,0.0142954417771537
"221697518020004","MBB_BAU",2014,"MBB","hard_saw",42.6935529734591,"MBB_hard_saw",0.058759811,2.50866510363895,1.01565388811293
"221697518020004","MBB_BAU",2014,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697518020004","MBB_BAU",2019,"MBB","hard_pulp",6.29199836519228,"MBB_hard_pulp",0.086896593,0.546753221096779,0.221357579391408
"221697518020004","MBB_BAU",2019,"MBB","soft_pulp",0.727080420015142,"MBB_soft_pulp",0.019591182,0.0142443648371531,0.00576694932678262
"221697518020004","MBB_BAU",2019,"MBB","hard_saw",19.5032352491386,"MBB_hard_saw",0.058759811,1.14600641712792,0.463970209363531
"221697518020004","MBB_BAU",2019,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2014,"MBB","hard_pulp",8.85996740558322,"MBB_hard_pulp",0.086896593,0.76990098163623,0.311700802281875
"221697521020004","MBB_BAU",2014,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2014,"MBB","hard_saw",15.2535284180444,"MBB_hard_saw",0.058759811,0.89629444692742,0.362872245719603
"221697521020004","MBB_BAU",2014,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2019,"MBB","hard_pulp",6.08992872960261,"MBB_hard_pulp",0.086896593,0.529194058215285,0.214248606564893
"221697521020004","MBB_BAU",2019,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2019,"MBB","hard_saw",11.4290056802501,"MBB_hard_saw",0.058759811,0.671566213689422,0.271889155339847
"221697521020004","MBB_BAU",2019,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2024,"MBB","hard_pulp",1.71148990909324,"MBB_hard_pulp",0.086896593,0.148722642054083,0.0602115959733128
"221697521020004","MBB_BAU",2024,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2024,"MBB","hard_saw",4.07739945454751,"MBB_hard_saw",0.058759811,0.239587221320715,0.0969988750286295
"221697521020004","MBB_BAU",2024,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2029,"MBB","hard_pulp",1.06657090985414,"MBB_hard_pulp",0.086896593,0.0926813782592345,0.0375228252061678
"221697521020004","MBB_BAU",2029,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2029,"MBB","hard_saw",3.353375626728,"MBB_hard_saw",0.058759811,0.197043718038544,0.0797747846309895
"221697521020004","MBB_BAU",2029,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2034,"MBB","hard_pulp",0.201876393525951,"MBB_hard_pulp",0.086896593,0.0175423708045324,0.00710217441479043
"221697521020004","MBB_BAU",2034,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2034,"MBB","hard_saw",0.804542060817967,"MBB_hard_saw",0.058759811,0.0472747394352142,0.0191395706215442
"221697521020004","MBB_BAU",2034,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
"221697521020004","MBB_BAU",2039,"MBB","hard_pulp",1.12886677620393,"MBB_hard_pulp",0.086896593,0.0980946768030146,0.0397144440498035
"221697521020004","MBB_BAU",2039,"MBB","soft_pulp",0,"MBB_soft_pulp",0.019591182,0,0
"221697521020004","MBB_BAU",2039,"MBB","hard_saw",6.28896094893319,"MBB_hard_saw",0.058759811,0.369538156745695,0.149610589775585
"221697521020004","MBB_BAU",2039,"MBB","soft_saw",0,"MBB_soft_saw",0.056478352,0,0
