"StandID","Year","Aboveground_Total_Live","Aboveground_Merch_Live","Belowground_Live","Belowground_Dead","Standing_Dead","Forest_Down_Dead_Wood","Forest_Floor","Forest_Shrub_Herb","Total_Stand_Carbon","Total_Removed_Carbon","Carbon_Released_From_Fire","Stand_CN","time","FOR","hard_pulp","soft_pulp","hard_saw","soft_saw","tot_tC_ac_100"
"MBB_BAU",2013,24.2199230194092,16.8464870452881,4.69127750396729,2.83359861373901,0.416597843170166,6.86732578277588,3.10080361366272,0.560000002384186,42.6895294189453,9.32724475860596,0,"198434273020004",0,"MBB",2.16616446638494,0,0.541398267929033,0,2.70756273431397
"MBB_BAU",2018,26.0967350006104,17.8348064422607,5.07444047927856,2.36991429328918,0.491292834281921,4.96046733856201,2.19785308837891,0.699999988079071,41.8907051086426,0,0,"198434273020004",5,"MBB",0,0,0,0,0
"MBB_BAU",2023,28.0470314025879,18.7249794006348,5.4938063621521,2.00493454933167,0.536432921886444,4.00124645233154,2.29543685913086,0.939999997615814,43.3188896179199,0,0,"198434273020004",10,"MBB",0,0,0,0,0
"MBB_BAU",2028,23.5631408691406,14.7645301818848,4.61127662658691,3.03982186317444,0.578495681285858,5.02973365783691,2.50429177284241,1.28000009059906,40.6067581176758,4.80623435974121,0,"198434273020004",15,"MBB",0.744653519566723,0,0.540740316046553,0,1.28539383561328
"MBB_BAU",2033,25.4190979003906,16.0042247772217,5.04467248916626,2.53547286987305,0.497974187135696,4.16717624664307,2.35445404052734,1.28000009059906,41.2988471984863,0,0,"198434273020004",20,"MBB",0,0,0,0,0
"MBB_BAU",2038,24.1117343902588,14.3269443511963,4.81629276275635,2.83720993995667,0.534946382045746,4.32704019546509,2.50497436523438,1.28000009059906,40.4122009277344,2.50949621200562,0,"198434273020004",25,"MBB",0.293244942185497,0,0.348680374452142,0,0.641925316637639
"MBB_GROW",2013,36.8047714233398,26.1737270355225,7.19320487976074,0.33167165517807,0.416597843170166,3.87500047683716,2.90450024604797,0.560000002384186,52.085750579834,0,0,"198434273020004",0,"MBB",0,0,0,0,0
"MBB_GROW",2018,38.3314476013184,26.9442138671875,7.52676916122437,0.52505099773407,1.37171804904938,3.30058860778809,2.48951959609985,0.699999988079071,54.2450981140137,0,0,"198434273020004",5,"MBB",0,0,0,0,0
"MBB_GROW",2023,40.5983848571777,28.099630355835,8.03335189819336,0.589848279953003,1.00536131858826,3.7976655960083,2.59361338615417,0.939999997615814,57.558219909668,0,0,"198434273020004",10,"MBB",0,0,0,0,0
"MBB_GROW",2028,43.353385925293,29.6315841674805,8.652756690979,0.59723836183548,0.677748203277588,3.95425033569336,2.72790670394897,1.28000009059906,61.2432823181152,0,0,"198434273020004",15,"MBB",0,0,0,0,0
