"CaseID","StandID","Year","Age","Tpa","BA","SDI","CCF","TopHt","QMD","MCuFt","SCuFt","SBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","ATBA","ATSDI","ATCCF","ATTopHt","ATQMD","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","Stand_CN"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2022,55,2238,148,311,374,84,3.48100733757019,2461,1607,8076,0,0,0,0,148,311,374,84,3.48100733757019,5,103,39,44.7454528808594,805,1,1,"386054080489998"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2027,60,1741,162,342,405,86,4.13622379302979,2780,1911,10230,0,0,0,0,162,342,405,86,4.13622379302979,5,91,48,46.3333320617676,805,1,1,"386054080489998"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2032,65,1330,167,343,405,87,4.80504703521729,2994,2141,11232,0,0,0,0,167,343,405,87,4.80504703521729,5,78,43,46.0615386962891,805,1,1,"386054080489998"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2037,70,1083,171,340,400,89,5.3758020401001,3169,2260,12496,0,0,0,0,171,340,400,89,5.3758020401001,5,129,40,45.271427154541,805,1,1,"386054080489998"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2042,75,918,174,339,394,91,5.89838409423828,3613,2423,13623,0,0,0,0,174,339,394,91,5.89838409423828,5,113,38,48.1733322143555,805,1,1,"386054080489998"
"9b972ac5-6c43-4ce8-9f9e-42edbf941545","MBB_GROW",2047,80,805,178,338,386,93,6.37429285049438,3987,2680,15046,0,0,0,0,178,338,386,93,6.37429285049438,0,0,0,49.8375015258789,805,1,1,"386054080489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2016,66,4125,113,208,250,99,2.24188566207886,3164,1792,9504,0,0,0,0,113,208,250,99,2.24188566207886,5,56,246,47.9393920898438,997,1,2,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2021,71,2809,88,186,195,97,2.3985390663147,2215,1259,6535,0,0,0,0,88,186,195,97,2.3985390663147,5,51,49,31.1971836090088,801,1,2,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2026,76,2393,107,244,260,98,2.85903120040894,2227,1549,7965,0,0,0,0,107,244,260,98,2.85903120040894,5,47,16,29.3026313781738,805,1,2,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2031,81,2103,126,290,328,98,3.31821846961975,2379,1844,9408,0,0,0,0,126,290,328,98,3.31821846961975,5,74,6,29.3703708648682,801,1,2,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2036,86,1960,150,339,398,99,3.75036144256592,2715,2114,11124,0,0,0,0,150,339,398,99,3.75036144256592,5,57,11,31.569766998291,801,1,1,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2041,91,1731,162,356,429,99,4.14419794082642,2945,2368,12391,0,0,0,0,162,356,429,99,4.14419794082642,5,60,19,32.3626365661621,801,1,1,"386054085489998"
"297f3c99-6abd-454f-a764-029d471e809a","MBB_GROW",2046,96,1402,164,348,419,99,4.63738346099854,3148,2470,13230,0,0,0,0,164,348,419,99,4.63738346099854,0,0,0,32.7916679382324,801,1,1,"386054085489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2016,60,1590,68,113,114,81,2.79870271682739,1847,1064,5814,0,0,0,0,68,113,114,81,2.79870271682739,5,58,80,30.783332824707,801,2,3,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2021,65,1547,67,122,119,76,2.82436847686768,1738,1009,5651,0,0,0,0,67,122,119,76,2.82436847686768,5,57,1,26.7384624481201,801,1,3,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2026,70,1517,90,182,184,80,3.29184055328369,2016,1360,7330,0,0,0,0,90,182,184,80,3.29184055328369,5,58,5,28.7999992370605,801,1,2,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2031,75,1409,112,233,250,83,3.8197124004364,2285,1630,8677,0,0,0,0,112,233,250,83,3.8197124004364,5,73,6,30.466667175293,801,1,2,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2036,80,1282,131,269,298,87,4.33635473251343,2619,1979,10799,0,0,0,0,131,269,298,87,4.33635473251343,5,62,5,32.7374992370605,801,1,2,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2041,85,1188,148,297,335,90,4.78028726577759,2903,2380,13052,0,0,0,0,148,297,335,90,4.78028726577759,5,76,5,34.1529426574707,801,1,1,"386054098489998"
"7aea4827-7c50-4f29-b296-1648f18941ad","MBB_GROW",2046,90,1110,163,321,365,92,5.18710088729858,3260,2631,14504,0,0,0,0,163,321,365,92,5.18710088729858,0,0,0,36.2222213745117,801,1,1,"386054098489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2017,70,756,97,174,206,91,4.84088897705078,2670,1550,8322,0,0,0,0,97,174,206,91,4.84088897705078,5,23,333,38.1428565979004,997,1,2,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2022,75,283,45,83,90,78,5.38131856918335,1124,469,2424,0,0,0,0,45,83,90,78,5.38131856918335,5,24,57,14.9866666793823,515,1,4,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2027,80,206,41,77,81,76,6.01354837417603,955,594,2898,0,0,0,0,41,77,81,76,6.01354837417603,5,31,12,11.9375,801,1,4,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2032,85,190,45,84,86,78,6.58275842666626,1054,658,3163,0,0,0,0,45,84,86,78,6.58275842666626,5,30,4,12.3999996185303,805,1,4,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2037,90,183,51,94,96,80,7.14245939254761,1186,721,3699,0,0,0,0,51,94,96,80,7.14245939254761,5,52,3,13.1777782440186,805,1,3,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2042,95,178,57,103,106,82,7.66471862792969,1429,926,4445,0,0,0,0,57,103,106,82,7.66471862792969,5,40,3,15.0421056747437,805,1,3,"386054386489998"
"9e7fc840-30ee-4772-93b3-2250e86707a8","MBB_GROW",2047,100,173,62,111,112,84,8.11957550048828,1613,1024,5228,0,0,0,0,62,111,112,84,8.11957550048828,0,0,0,16.1299991607666,805,1,3,"386054386489998"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2021,58,387,164,264,264,97,8.81015491485596,4706,3800,21252,0,0,0,0,164,264,264,97,8.81015491485596,5,69,181,81.1379318237305,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2026,63,369,150,245,250,94,8.6449556350708,4146,3244,17954,0,0,0,0,150,245,250,94,8.6449556350708,5,64,52,65.8095245361328,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2031,68,355,152,247,252,94,8.86589813232422,4206,3285,18520,0,0,0,0,152,247,252,94,8.86589813232422,5,65,17,61.8529396057129,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2036,73,349,160,257,261,94,9.15564250946045,4443,3467,19924,0,0,0,0,160,257,261,94,9.15564250946045,5,66,18,60.8630142211914,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2041,78,342,167,265,269,95,9.45892429351807,4682,3750,21560,0,0,0,0,167,265,269,95,9.45892429351807,5,69,20,60.0256423950195,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2046,83,335,174,273,276,95,9.76242256164551,4928,4039,23441,0,0,0,0,174,273,276,95,9.76242256164551,5,70,40,59.3734931945801,801,1,1,"749041470290487"
"aa2516c3-21b2-4e5a-87db-fb63956c352e","MBB_GROW",2051,88,321,178,274,277,95,10.0684909820557,5077,4258,24926,0,0,0,0,178,274,277,95,10.0684909820557,0,0,0,57.6931800842285,801,1,1,"749041470290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2021,20,1881,62,155,199,40,2.46495699882507,370,0,0,0,0,0,0,62,155,199,40,2.46495699882507,5,67,0,18.5,519,2,3,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2026,25,1687,76,187,231,44,2.86545896530151,702,0,0,0,0,0,0,76,187,231,44,2.86545896530151,5,49,0,28.0799999237061,519,2,2,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2031,30,1660,95,236,285,47,3.24765372276306,947,0,0,0,0,0,0,95,236,285,47,3.24765372276306,5,98,2,31.5666675567627,520,2,2,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2036,35,1505,118,281,341,54,3.79575324058533,1426,0,0,0,0,0,0,118,281,341,54,3.79575324058533,5,78,4,40.7428588867188,520,2,2,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2041,40,1385,136,313,381,59,4.24566030502319,1797,0,0,0,0,0,0,136,313,381,59,4.24566030502319,5,88,4,44.9249992370605,520,2,1,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2046,45,1291,154,344,418,63,4.68286943435669,2214,166,619,0,0,0,0,154,344,418,63,4.68286943435669,5,106,5,49.2000007629395,520,2,1,"749041477290487"
"161ee939-5cb8-4874-a4a6-32da2e01b846","MBB_GROW",2051,50,1205,171,369,448,67,5.10386514663696,2721,217,1000,0,0,0,0,171,369,448,67,5.10386514663696,0,0,0,54.4199981689453,520,2,1,"749041477290487"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2016,65,2601,96,166,195,87,2.59633541107178,2648,1903,10092,12,494,413,2190,80,143,172,84,2.37598752975464,5,60,5,40.7384605407715,520,1,2,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2021,70,2553,95,185,218,86,2.61109924316406,2428,1672,9177,8,322,256,1405,85,169,203,84,2.46935534477234,5,58,19,41.7428588867188,520,1,2,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2026,75,2283,110,244,317,87,2.97553467750549,2302,1651,9007,2,53,41,224,109,241,315,87,2.95363306999207,5,49,20,41.5733337402344,520,1,2,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2031,80,1991,131,296,423,89,3.46944546699524,2389,1745,9741,0,0,0,0,131,296,423,89,3.46944546699524,5,48,23,40.7249984741211,520,1,2,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2036,85,1693,146,325,499,92,3.97723054885864,2514,1882,10533,0,0,0,0,146,325,499,92,3.97723054885864,5,56,34,39.7999992370605,520,1,1,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2041,90,1297,148,316,507,93,4.56865453720093,2626,1994,11317,0,0,0,0,148,316,507,93,4.56865453720093,5,59,17,38.8333320617676,520,1,1,"291609563489998"
"259044df-ffb3-4202-a199-47fece4a1cff","MBB_BAU",2046,95,1143,153,320,523,96,4.96267461776733,2839,2149,12326,0,0,0,0,153,320,523,96,4.96267461776733,0,0,0,39.0315780639648,520,1,1,"291609563489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2016,69,1707,130,208,216,81,3.73091411590576,3492,2677,15594,27,1054,850,4954,93,155,168,78,3.19224643707275,5,52,11,50.6086959838867,997,1,2,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2021,74,1673,105,185,202,82,3.3873860836029,2644,1988,11458,18,680,535,3085,82,151,171,77,3.00569152832031,5,47,6,49.972972869873,997,1,2,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2026,79,1645,103,210,261,79,3.39402604103088,2167,1599,9387,4,150,119,699,98,203,255,78,3.31469774246216,5,36,25,49.3797454833984,997,1,2,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2031,84,1483,114,243,327,79,3.75329566001892,2070,1546,9276,0,0,0,0,114,243,327,79,3.75329566001892,5,34,19,47.0714302062988,997,1,2,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2036,89,1365,129,276,400,82,4.16579294204712,2149,1689,9993,0,0,0,0,129,276,400,82,4.16579294204712,5,73,17,45.3146057128906,997,1,2,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2041,94,1261,147,312,478,82,4.62566995620728,2426,1795,10717,0,0,0,0,147,312,478,82,4.62566995620728,5,77,28,45.8510627746582,997,3,1,"291609580489998"
"5c983f4d-28b9-4dd1-baa7-03eef663a351","MBB_BAU",2046,99,1111,155,321,501,84,5.05250453948975,2673,1920,11409,0,0,0,0,155,321,501,84,5.05250453948975,0,0,0,46.0303039550781,997,1,1,"291609580489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2016,65,4140,67,131,151,77,1.72005844116211,1495,806,4308,0,0,0,0,67,131,151,77,1.72005844116211,5,45,4,23,506,1,3,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2021,70,4033,88,202,223,81,1.99963879585266,1701,900,4932,0,0,0,0,88,202,223,81,1.99963879585266,5,38,22,24.2999992370605,506,1,2,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2026,75,3447,114,287,344,85,2.46487903594971,1782,978,5494,0,0,0,0,114,287,344,85,2.46487903594971,5,36,32,23.7600002288818,506,1,2,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2031,80,2705,133,332,447,87,3.00108599662781,1803,1072,6186,0,0,0,0,133,332,447,87,3.00108599662781,5,32,35,22.5375003814697,520,1,2,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2036,85,2040,137,330,478,89,3.5062894821167,1786,1151,6650,0,0,0,0,137,330,478,89,3.5062894821167,5,28,25,21.0117645263672,520,1,2,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2041,90,1647,139,326,491,90,3.93988728523254,1801,1258,7365,0,0,0,0,139,326,491,90,3.93988728523254,5,33,16,20.0111103057861,520,3,1,"291609583489998"
"65a72fba-7e56-4f74-82d4-2b2d753e6ad1","MBB_BAU",2046,95,1436,142,322,484,91,4.25309944152832,1885,1380,7927,0,0,0,0,142,322,484,91,4.25309944152832,0,0,0,19.8421058654785,520,3,1,"291609583489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2016,85,2088,99,195,244,65,2.95426845550537,1846,1165,6114,3,81,63,329,96,189,238,65,2.90542674064636,5,69,7,21.7176475524902,520,1,2,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2021,90,2001,117,243,306,69,3.28063321113586,2074,1312,6984,1,15,11,58,117,242,305,69,3.27284669876099,5,72,21,23.9444446563721,520,1,2,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2026,95,1778,144,307,398,73,3.85028433799744,2316,1445,7786,0,0,0,0,144,307,398,73,3.85028433799744,5,75,22,25.3894729614258,520,1,2,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2031,100,1582,166,352,468,78,4.38745212554932,2583,1767,9667,0,0,0,0,166,352,468,78,4.38745212554932,5,79,39,26.7900009155273,520,1,1,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2036,105,1308,171,353,476,81,4.89472913742065,2783,1977,10755,0,0,0,0,171,353,476,81,4.89472913742065,5,93,57,27.4190483093262,520,1,1,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2041,110,1036,171,340,454,84,5.49603223800659,2963,2104,11909,0,0,0,0,171,340,454,84,5.49603223800659,5,74,30,27.8090915679932,801,1,1,"291609600489998"
"05f4f203-0a71-4efa-a763-580d69597e6b","MBB_BAU",2046,115,939,176,342,455,86,5.85770845413208,3183,2299,13058,0,0,0,0,176,342,455,86,5.85770845413208,0,0,0,28.5130443572998,801,1,1,"291609600489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2015,35,1452,67,129,147,66,2.91516423225403,1435,881,4644,0,0,0,0,67,129,147,66,2.91516423225403,5,52,3,41,520,1,3,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2020,40,1416,82,164,194,70,3.25713658332825,1680,1021,5440,0,0,0,0,82,164,194,70,3.25713658332825,5,50,5,42,520,1,2,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2025,45,1374,102,214,271,74,3.68865704536438,1905,1152,6320,4,108,70,384,98,208,265,73,3.62182092666626,5,51,15,42.3333320617676,520,1,2,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2030,50,1247,114,244,335,76,4.10175132751465,1982,1213,6773,0,0,0,0,114,244,335,76,4.10175132751465,5,51,12,41.7999992370605,520,1,2,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2035,55,1156,129,272,391,78,4.52709913253784,2176,1495,8187,0,0,0,0,129,272,391,78,4.52709913253784,5,47,11,41.527271270752,520,1,2,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2040,60,1083,142,296,445,81,4.90995836257935,2356,1693,9442,0,0,0,0,142,296,445,81,4.90995836257935,5,51,11,41.0666656494141,520,1,1,"291609445489998"
"08547099-5ac8-4571-a0ec-4e057658b758","MBB_BAU",2045,65,1024,156,318,496,83,5.28278303146362,2560,1924,10842,0,0,0,0,156,318,496,83,5.28278303146362,0,0,0,41.0461540222168,520,1,1,"291609445489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2015,56,789,78,131,148,86,4.25359153747559,2213,1639,8370,0,0,0,0,78,131,148,86,4.25359153747559,5,67,6,39.5178565979004,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2020,61,768,89,156,176,90,4.61826229095459,2522,1880,9606,0,0,0,0,89,156,176,90,4.61826229095459,5,72,7,41.3442611694336,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2025,66,747,107,197,240,93,5.13080978393555,2850,2130,11205,15,583,469,2467,89,169,212,92,4.7246527671814,5,65,1,43.1818199157715,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2030,71,757,108,209,282,95,5.11649703979492,2587,1879,10271,9,316,246,1346,98,194,268,94,4.90722465515137,5,61,6,44.6478881835938,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2035,76,736,112,219,314,97,5.2873649597168,2545,1832,10320,4,169,130,731,107,212,307,96,5.18031406402588,5,66,8,45.315788269043,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2040,81,706,119,232,343,98,5.56928443908691,2667,2004,11447,3,128,101,579,116,226,338,97,5.49141263961792,5,60,5,46.1111106872559,520,1,2,"291609452489998"
"cc4456ce-2c64-4032-9599-3bd494d7f916","MBB_BAU",2045,86,686,125,241,363,99,5.78937435150146,2813,2149,12124,0,0,0,0,125,241,363,99,5.78937435150146,0,0,0,45.1279067993164,520,1,2,"291609452489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2015,25,9141,164,294,313,80,1.81178069114685,3665,2323,12768,29,743,518,2846,135,250,272,77,1.65119540691376,5,64,38,146.600006103516,503,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2020,30,7371,157,343,356,80,1.97752559185028,3049,2036,11612,8,220,159,909,149,330,345,79,1.92750561237335,5,52,103,126.400001525879,503,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2025,35,3233,151,341,391,80,2.92231822013855,2576,1889,10753,0,0,0,0,151,341,391,80,2.92231822013855,5,49,56,101.114288330078,503,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2030,40,2009,154,337,415,82,3.74550461769104,2541,1905,11183,0,0,0,0,154,337,415,82,3.74550461769104,5,50,34,87.5999984741211,503,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2035,45,1525,158,334,422,84,4.3548731803894,2621,2109,12425,0,0,0,0,158,334,422,84,4.3548731803894,5,50,17,79.6444473266602,520,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2040,50,1348,165,340,427,87,4.73131608963013,2787,2269,13451,0,0,0,0,165,340,427,87,4.73131608963013,5,52,18,75,520,1,1,"291609682489998"
"1745eb47-738a-4815-a987-af19e2b2ec21","MBB_BAU",2045,55,1194,168,339,425,88,5.07979202270508,2956,2457,14591,0,0,0,0,168,339,425,88,5.07979202270508,0,0,0,71.2545471191406,520,1,1,"291609682489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2016,65,5151,92,196,226,76,1.80718648433685,1518,739,3515,6,99,53,251,88,189,219,76,1.76589393615723,5,100,5,23.3538455963135,801,1,2,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2021,70,4420,123,280,316,79,2.25642871856689,1893,1162,5459,0,0,0,0,123,280,316,79,2.25642871856689,5,94,18,28.4571437835693,801,1,2,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2026,75,3092,152,349,404,81,3.00099539756775,2274,1613,7708,0,0,0,0,152,349,404,81,3.00099539756775,5,113,33,31.6399993896484,801,1,1,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2031,80,1860,163,347,414,84,4.00274658203125,2675,1964,10066,0,0,0,0,163,347,414,84,4.00274658203125,5,90,33,34.6749992370605,801,1,1,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2036,85,1311,167,337,411,86,4.83890819549561,2959,2363,12334,3,118,99,517,163,330,404,87,4.7811336517334,5,98,28,35.9764709472656,801,1,1,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2041,90,1002,173,332,406,88,5.62113189697266,3187,2665,13993,4,151,133,700,167,324,398,89,5.54166650772095,5,100,22,37.8222236633301,801,1,1,"291609878489998"
"3f2175b5-e99a-47b6-81eb-ecdfea9714a0","MBB_BAU",2046,95,839,176,329,400,90,6.20856094360352,3425,2831,15513,0,0,0,0,176,329,400,90,6.20856094360352,0,0,0,38.336841583252,801,1,1,"291609878489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2015,70,3453,91,169,202,83,2.1965754032135,2159,1487,8016,10,338,252,1356,80,152,184,81,2.06105947494507,5,102,7,30.8428573608398,506,1,2,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2020,75,3371,97,191,217,84,2.29989910125732,2299,1457,8106,7,246,176,980,89,179,204,83,2.20538234710693,5,86,37,35.1599998474121,506,1,2,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2025,80,3029,112,251,293,85,2.6063289642334,2299,1456,8335,0,0,0,0,112,251,293,85,2.6063289642334,5,78,54,36.0374984741211,506,1,2,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2030,85,2602,134,307,396,86,3.06989932060242,2422,1737,9713,0,0,0,0,134,307,396,86,3.06989932060242,5,58,64,35.3647041320801,997,1,2,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2035,90,2094,143,326,461,86,3.5406711101532,2393,1912,10851,0,0,0,0,143,326,461,86,3.5406711101532,5,43,50,33.0777778625488,997,1,2,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2040,95,1680,146,326,490,86,3.99900364875793,2358,2011,11395,0,0,0,0,146,326,490,86,3.99900364875793,5,49,43,30.9684219360352,997,1,1,"291609880489998"
"f2ce920a-47cc-48b8-90b0-e8d8c18e5ed6","MBB_BAU",2045,100,1324,151,327,519,85,4.57975196838379,2390,2101,12387,0,0,0,0,151,327,519,85,4.57975196838379,0,0,0,29.7399997711182,997,3,1,"291609880489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2016,61,2169,102,207,267,62,2.93650412559509,1747,977,4596,11,182,116,544,94,193,253,61,2.82278919219971,5,73,5,28.6393451690674,520,1,2,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2021,66,2058,112,233,298,65,3.16542029380798,1901,1094,5064,8,158,101,467,106,222,287,64,3.07360100746155,5,78,10,31.5606060028076,520,1,2,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2026,71,1874,130,277,354,67,3.5599684715271,2083,1269,6388,2,39,26,131,128,274,352,67,3.53930068016052,5,101,10,34.1267623901367,520,1,1,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2031,76,1712,151,324,410,69,4.02761459350586,2499,1483,7565,0,0,0,0,151,324,410,69,4.02761459350586,5,77,34,37.8684196472168,520,1,1,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2036,81,1349,155,320,401,72,4.59437561035156,2715,1743,8721,0,0,0,2,155,320,401,72,4.59412240982056,5,79,32,38.1975326538086,520,1,1,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2041,86,1107,160,318,397,75,5.14856863021851,2953,1950,10086,1,44,34,174,158,316,395,75,5.12476539611816,5,71,28,38.7441864013672,520,1,1,"291609881489998"
"5f00f0a4-18e0-4d4d-b613-6c2fa9ed770f","MBB_BAU",2046,91,945,164,316,396,77,5.6329927444458,3126,2156,11664,0,0,0,0,164,316,396,77,5.6329927444458,0,0,0,38.5164833068848,520,1,1,"291609881489998"
"483aeabc-7544-4914-bc67-2616fc0d4eae","MBB_BAU",2016,63,1761,173,272,250,92,4.23796701431274,4933,3803,19908,50,1720,1377,7207,114,182,171,88,3.49154138565063,5,92,5,78.3015899658203,801,1,1,"291609727489998"
"483aeabc-7544-4914-bc67-2616fc0d4eae","MBB_BAU",2021,68,1726,140,249,239,91,3.85166311264038,3648,2791,14828,26,978,784,4166,107,199,195,90,3.39593410491943,5,81,17,78.9411773681641,801,1,2,"291609727489998"
"483aeabc-7544-4914-bc67-2616fc0d4eae","MBB_BAU",2026,73,1582,137,270,288,91,3.983971118927,2990,2274,12501,8,329,265,1457,126,254,274,89,3.83292365074158,5,66,14,77.9178085327148,801,1,2,"291609727489998"
"483aeabc-7544-4914-bc67-2616fc0d4eae","MBB_BAU",2031,78,1456,144,293,324,91,4.26372861862183,2921,2286,12592,2,96,80,440,141,288,320,91,4.22043991088867,5,64,12,76.2564086914062,801,1,2,"291609727489998"
