"project","time","deltac.bau","baac.remv.bau","deltac","baac.remv"
221697521020004,0,0,0.0752547703654817,0,0
221697521020004,5,-5.5496685160851,0.0752547703654817,-47.8712345155727,0
221697521020004,10,2.02354539286027,0.0752547703654817,-0.0699226690375424,0
221697521020004,15,2.91889140716633,0.0752547703654817,4.50804185620174,0
386054067489998,0,0,0.0665682384423733,0,0
386054067489998,5,0.64832175712944,0.0665682384423733,-0.143980184820668,0
386054067489998,10,-0.305039415621859,0.0665682384423733,11.1264499219974,0
386054067489998,15,2.56643713452982,0.0665682384423733,-2.06609735497235,0
386054297489998,0,0,0.0752547703654817,0,0
386054297489998,5,-5.0820196880708,0.0752547703654817,8.4386074916436,0
386054297489998,10,1.69840049559651,0.0752547703654817,3.46234118984299,0
386054297489998,15,3.28328493423859,0.0752547703654817,4.36907143463304,0
480976106489998,0,0,0.0752547703654817,0,0
480976106489998,5,-5.0820196880708,0.0752547703654817,0.439813383189437,0
480976106489998,10,1.69840049559651,0.0752547703654817,1.06882393921111,0
480976106489998,15,3.28328493423859,0.0752547703654817,5.75832880972393,0
480976345489998,0,0,0.0447318394638355,0,0
480976345489998,5,-4.1891934790644,0.0447318394638355,6.36726103563385,0
480976345489998,10,3.65578495198488,0.0447318394638355,-2.2935293240867,0
480976345489998,15,2.98185483090788,0.0447318394638355,3.65577387855529,0
503670756126144,0,0,0.10556968059727,0,0
503670756126144,5,-0.767225645396632,0.10556968059727,5.39388026504696,0
503670756126144,10,1.80407616183517,0.10556968059727,2.09658338261903,0
503670756126144,15,3.92587010011474,0.10556968059727,4.50710463447007,0
503670802126144,0,0,0.153030740699882,0,0
503670802126144,5,0.882101345930199,0.153030740699882,1.72708716321836,0
503670802126144,10,-0.415789111066475,0.153030740699882,7.76915144156728,0
503670802126144,15,3.79284107920032,0.153030740699882,4.30248614724105,0
503670839126144,0,0,0.0390014421548968,0,0
503670839126144,5,0.236550630135935,0.0390014421548968,5.10570192196619,0
503670839126144,10,2.25121739095871,0.0390014421548968,3.42771966748959,0
503670839126144,15,3.89355824726882,0.0390014421548968,6.24468004427063,0
657097179126144,0,0,0.141823008807855,0,0
657097179126144,5,-4.32711878269038,0.141823008807855,1.49401805911867,0
657097179126144,10,1.95525392390436,0.141823008807855,0.842436141627326,0
657097179126144,15,3.16186887267374,0.141823008807855,0.0817845120880681,0
678977049126144,0,0,0.0447318394638355,0,0
678977049126144,5,-4.91241743392991,0.0447318394638355,2.68825132012575,0
678977049126144,10,2.01839578548413,0.0447318394638355,3.80212792644578,0
678977049126144,15,2.76427447109554,0.0447318394638355,3.83691501547784,0
